loan_id,account_id,label,loan_status,loan_date,n_transactions,cash_flow_stability,cash_flow_stability_source,balance_trend,balance_trend_source,income_to_expense_ratio,income_to_expense_ratio_source,spending_volatility,spending_volatility_source,recurring_payment_discipline,recurring_payment_discipline_source,salary_regularity,salary_regularity_source,income_consistency,income_consistency_source,monthly_income,monthly_income_source,savings_ratio,savings_ratio_source,financial_stability_index,financial_stability_index_source
5479,2486,0,A,1994-01-10,73,3.2673273437474615,direct,73.54368676957037,direct,19.486619412449915,direct,37640.66859533714,direct,100.0,direct,0.7272727272727273,proxy,0.09164897645328667,proxy,40461.8,proxy,0.12442154165708715,direct,67.10034266950065,composite
5170,1071,0,C,1994-01-20,41,4.327888338029264,direct,-108.09644166141987,direct,6458.7998881681815,direct,16291.143273044318,direct,100.0,direct,0.2222222222222222,proxy,0.0005601955089614162,proxy,20196.0,proxy,0.2821510176147303,direct,60.87292290807173,composite
6721,8475,0,A,1994-01-21,15,0.8411975424470826,direct,227.9113432182758,direct,4549.507868825911,direct,2192.0310216782973,direct,100.0,direct,0.6,proxy,0.0,proxy,6492.0,proxy,0.7600001021265297,direct,82.84232035170456,composite
7259,11111,0,A,1994-01-31,57,14.599132927011787,direct,-137.32657866737992,direct,4222.928673838503,direct,42475.62410861586,direct,100.0,direct,0.4444444444444444,proxy,0.04488532799058443,proxy,36776.5,proxy,0.054575934065394585,direct,61.1649266388673,composite
5285,1603,0,A,1994-02-06,51,3.370370049527169,direct,10.619645319177007,direct,2805.296187239842,direct,6397.790038085696,direct,100.0,direct,0.8,proxy,0.017955483322066486,proxy,7659.625,proxy,0.24842513495099838,direct,69.65020171039704,composite
5189,1166,0,A,1994-02-07,54,6.34425981094184,direct,-8.234366187185254,direct,2107.1663738042344,direct,9929.309876032961,direct,100.0,direct,0.7,proxy,0.0,proxy,18631.0,proxy,0.09923625136628131,direct,68.53837194631029,composite
6650,8073,1,B,1994-02-17,50,24.912125021859293,direct,-126.69542043298931,direct,0.9676961777852702,direct,18828.039065889647,direct,100.0,direct,0.5,proxy,0.11406133395724365,proxy,14529.666666666666,proxy,0.036705379019016666,direct,53.82922790408099,composite
7226,10940,0,A,1994-02-23,16,1.6177703152270912,direct,285.89677909055877,direct,4469.57037428841,direct,7237.575560918172,direct,100.0,direct,0.6666666666666666,proxy,0.0,proxy,24144.0,proxy,0.31614858237018234,direct,75.16848566855089,composite
6087,5313,0,C,1994-02-27,66,4.223101621222871,direct,-22.9358585077691,direct,74.21186558034766,direct,33137.08535295295,direct,100.0,direct,0.2727272727272727,proxy,0.11162891975593249,proxy,28116.333333333332,proxy,0.0924429818317828,direct,59.11140756332896,composite
7262,11135,0,A,1994-03-01,13,0.9605801380469684,direct,267.058882438526,direct,4408.330367863735,direct,2052.640575778754,direct,100.0,direct,0.6,proxy,0.0,proxy,15469.0,proxy,0.5890995279210133,direct,81.88572077691033,composite
5519,2694,0,A,1994-03-08,70,4.439964334824977,direct,5.493315002667185,direct,3198.411298367612,direct,7989.6232824150775,direct,100.0,direct,0.7692307692307693,proxy,0.0,proxy,17585.0,proxy,0.13644757912525204,direct,70.31756949418606,composite
6577,7753,0,A,1994-03-11,102,10.562208752642663,direct,-64.9940572272699,direct,3386.4033425904177,direct,36849.65505689718,direct,100.0,direct,0.5,proxy,0.0901166346554244,proxy,25633.125,proxy,0.05164669846507025,direct,62.11179677907455,composite
6509,7445,0,A,1994-03-15,98,22.791664292203357,direct,-140.89944804011319,direct,3888.4297693609833,direct,20855.054845821487,direct,100.0,direct,0.38461538461538464,proxy,0.1309641746144695,proxy,15012.555555555555,proxy,0.028232992455884797,direct,59.621660099376996,composite
6520,7485,0,A,1994-03-16,36,3.0921981101169322,direct,-34.45830796948145,direct,2647.1036599266677,direct,11453.15095375608,direct,100.0,direct,0.7777777777777778,proxy,0.0,proxy,22799.0,proxy,0.16305303311959826,direct,70.20550679912606,composite
6699,8330,0,A,1994-03-30,81,3.0829040094524323,direct,38.52503858474795,direct,1704.0097072544306,direct,6487.514230553668,direct,100.0,direct,0.7692307692307693,proxy,0.0,proxy,21118.0,proxy,0.1282120152392318,direct,71.15666154343648,composite
6336,6555,0,A,1994-03-31,73,5.882479163658728,direct,79.23774804233557,direct,4661.136100434065,direct,21135.454097357717,direct,100.0,direct,0.15384615384615385,proxy,0.053342227774739334,proxy,23039.0,proxy,0.14812609647706876,direct,58.961229461906946,composite
7055,10079,0,C,1994-04-06,79,7.762578929275037,direct,-77.96145397097891,direct,3242.0665626594146,direct,36718.456782832356,direct,100.0,direct,0.4166666666666667,proxy,0.08931666353097871,proxy,27434.0,proxy,0.06522902934386186,direct,60.90282713256918,composite
6103,5385,0,C,1994-04-07,56,3.7636746964979686,direct,-29.152911266681713,direct,47.59366866858493,direct,9033.335990774518,direct,100.0,direct,0.7272727272727273,proxy,0.0,proxy,14936.0,proxy,0.13290082171829748,direct,68.7360680570298,composite
6202,5891,0,A,1994-04-18,82,3.2796730368397418,direct,-23.17567961769254,direct,57.91545454508831,direct,16150.566693286206,direct,100.0,direct,0.8125,proxy,0.0,proxy,32594.0,proxy,0.12783058904220507,direct,70.55281425018673,composite
7066,10131,1,B,1994-05-02,15,3.2981672455966837,direct,10.180056297268155,direct,167.73315872549446,direct,3693.2370625238777,direct,100.0,direct,0.0,proxy,0.0,proxy,29735.0,proxy,0.4849802739896244,direct,63.0672271030936,composite
6696,8321,0,C,1994-05-09,87,4.1824825835788655,direct,-16.101188461458314,direct,2123.2095477942294,direct,6738.500849438158,direct,100.0,direct,0.7857142857142857,proxy,0.0,proxy,10562.0,proxy,0.1734505498784876,direct,69.81611357550638,composite
6072,5256,0,A,1994-05-10,29,1.2431059060596792,direct,478.4946184871069,direct,2388.347151566287,direct,36949.85791582966,direct,100.0,direct,0.375,proxy,0.14197552524636084,proxy,30559.75,proxy,0.2794744566356838,direct,70.08035959552376,composite
5130,813,0,A,1994-05-11,79,3.578730448663623,direct,14.268478679673937,direct,1641.3606708324214,direct,10155.39021576746,direct,100.0,direct,0.875,proxy,0.0,proxy,12154.0,proxy,0.18009711304271736,direct,70.36927321951089,composite
5568,2933,0,C,1994-05-17,84,7.698126733972523,direct,-6.004460328677272,direct,1993.7507756859268,direct,40237.91971177979,direct,100.0,direct,0.5,proxy,0.10685312944429531,proxy,24914.166666666668,proxy,0.06181349578657572,direct,62.39931326953446,composite
6678,8173,0,A,1994-05-20,52,3.3547958527593216,direct,32.08714628108308,direct,5004.802731967637,direct,29664.078742273086,direct,100.0,direct,0.8181818181818182,proxy,0.0,proxy,40840.0,proxy,0.1975231099034641,direct,70.28284309355642,composite
6998,9833,0,A,1994-05-21,65,4.351682269384694,direct,-1.0277483835358567,direct,101.28345590454693,direct,21743.76129478165,direct,100.0,direct,0.8181818181818182,proxy,0.0,proxy,48816.0,proxy,0.07807664495224004,direct,70.6260491743692,composite
6580,7769,0,A,1994-05-22,47,3.5727692772199244,direct,-12.431845866604835,direct,7989.794582848442,direct,16920.997433732475,direct,100.0,direct,0.25,proxy,0.11044658523576315,proxy,21614.0,proxy,0.2968835266795702,direct,61.44787382596911,composite
6316,6473,1,B,1994-05-26,102,27.973566150087894,direct,-12.15064991760097,direct,1241.0545722934578,direct,28462.242905095634,direct,100.0,direct,0.4117647058823529,proxy,0.13763368483221636,proxy,24436.75,proxy,0.02067883557486776,direct,60.58264018129771,composite
6512,7454,0,A,1994-05-26,82,2.9773715061584287,direct,5.802341634933581,direct,1795.5753198485377,direct,4586.885026047831,direct,100.0,direct,0.8571428571428571,proxy,0.05507131249356903,proxy,4066.1428571428573,proxy,0.28999702286193935,direct,69.78577567431422,composite
6407,6930,0,A,1994-05-26,37,1.7497249203046275,direct,144.80643226701605,direct,5514.453611813455,direct,9150.639225550882,direct,100.0,direct,0.8888888888888888,proxy,0.0,proxy,24193.0,proxy,0.29560740989630374,direct,76.26030919335939,composite
5002,173,0,A,1994-05-31,32,2.61286325413054,direct,75.10861728471461,direct,73.97079225357915,direct,8761.532602005198,direct,100.0,direct,0.7142857142857143,proxy,0.0,proxy,17313.0,proxy,0.24307740980134546,direct,70.38257592478682,composite
6647,8051,0,A,1994-06-01,85,6.351602570682723,direct,16.3791065616874,direct,16.378818069785247,direct,16886.48042017496,direct,100.0,direct,0.8125,proxy,0.0,proxy,26040.0,proxy,0.1039653926957995,direct,69.80672422300101,composite
7137,10439,0,A,1994-06-03,28,6.754475402928014,direct,-16.513436841612993,direct,38.58083798612332,direct,13946.301749414226,direct,100.0,direct,0.625,proxy,0.0,proxy,37890.0,proxy,0.08485332336667081,direct,68.08846565877565,composite
6903,9337,0,A,1994-06-04,71,5.326847689212256,direct,19.558517168944803,direct,4354.190245882584,direct,20155.866056081893,direct,50.0,direct,0.3333333333333333,proxy,0.09357081064961692,proxy,13649.0,proxy,0.23791874068718083,direct,48.914329087750495,composite
5918,4576,0,A,1994-06-04,71,4.311147421550148,direct,-29.888276334559297,direct,2396.9871640205392,direct,10637.117509346052,direct,100.0,direct,0.8333333333333334,proxy,0.0,proxy,18910.0,proxy,0.13432653491402438,direct,70.54544350819772,composite
6642,8027,0,A,1994-06-05,60,11.007079127589593,direct,54.92554195686828,direct,60.55974002120464,direct,33151.6691555644,direct,100.0,direct,0.75,proxy,0.0,proxy,38818.0,proxy,0.07292848066593251,direct,67.80144999431354,composite
6210,5927,1,B,1994-06-06,33,3.102281007519063,direct,54.35152056180812,direct,2970.8449559670184,direct,7471.583218301192,direct,100.0,direct,0.7142857142857143,proxy,0.0,proxy,10904.0,proxy,0.2773941902505278,direct,69.64042526749665,composite
6279,6273,0,A,1994-06-07,30,6.301170702565151,direct,41.162322786897356,direct,19.36353935599414,direct,8351.074533761775,direct,100.0,direct,0.09090909090909091,proxy,0.0,proxy,25229.0,proxy,0.21108349449797092,direct,61.49751957974934,composite
7249,11065,0,A,1994-06-12,80,3.7918837503151614,direct,20.96454949484218,direct,1188.2143196047032,direct,7405.625078944391,direct,100.0,direct,0.75,proxy,0.0,proxy,11855.0,proxy,0.1604802868890735,direct,69.43500647698099,composite
6736,8558,0,C,1994-06-14,11,0.8163116162350853,direct,582.130694480436,direct,9282.028150350878,direct,6505.382386916237,direct,100.0,direct,0.4,proxy,0.028138525388173442,proxy,26587.0,proxy,0.7794573472448334,direct,81.85948620832036,composite
6112,5442,1,B,1994-06-17,118,43.4876823541605,direct,-132.09311517251766,direct,2667.6003053560703,direct,19272.597344544727,direct,30.0,direct,0.25,proxy,0.09812624338002243,proxy,13086.0,proxy,0.015117155217126149,direct,40.21228187136575,composite
5319,1811,0,C,1994-06-23,46,3.2375015854377063,direct,-17.260991559146827,direct,32.44538922143333,direct,11045.882003161982,direct,100.0,direct,0.7,proxy,0.0,proxy,23945.0,proxy,0.14914170258553616,direct,69.22574663950098,composite
6596,7844,0,A,1994-06-25,31,2.3585086212945705,direct,61.10726366923033,direct,126.31829625103778,direct,11384.037730001392,direct,100.0,direct,0.625,proxy,0.0,proxy,31937.0,proxy,0.18970680309416574,direct,69.32107261255446,composite
5837,4260,0,C,1994-06-29,42,5.55793955910411,direct,-27.184786125499915,direct,2914.000854242075,direct,10012.943375261366,direct,100.0,direct,0.6666666666666666,proxy,0.0,proxy,24453.0,proxy,0.09065616346038483,direct,68.49661182620883,composite
5657,3354,0,A,1994-07-05,47,4.273174835884327,direct,27.37962634551235,direct,3637.54756784428,direct,7474.5973599474455,direct,100.0,direct,0.6666666666666666,proxy,0.0,proxy,10352.0,proxy,0.18679165134349024,direct,67.92761654464984,composite
5533,2762,0,A,1994-07-05,152,11.403082079269874,direct,-34.45566394855804,direct,3686.1868493997413,direct,33393.00358072175,direct,100.0,direct,0.35294117647058826,proxy,0.09916495394244264,proxy,24316.571428571428,proxy,0.049161187225181986,direct,59.99472346179269,composite
6232,6051,1,B,1994-07-08,58,3.735486409692555,direct,5.471341698934693,direct,1872.37507383136,direct,5295.35893873116,direct,100.0,direct,0.75,proxy,0.0568528740667887,proxy,5078.3,proxy,0.17314381661294234,direct,67.29167096275779,composite
6888,9265,0,A,1994-07-11,115,21.82453345151615,direct,0.8023621660123267,direct,1596.1603886108087,direct,20366.401414281492,direct,100.0,direct,0.2777777777777778,proxy,0.1148544474720499,proxy,29092.714285714286,proxy,0.04838478213717102,direct,60.45903406659791,composite
6066,5228,0,A,1994-07-11,76,2.577775884889957,direct,28.99362660833619,direct,72.93815898396888,direct,22250.27045096364,direct,100.0,direct,0.7857142857142857,proxy,0.0,proxy,49681.0,proxy,0.12969335232927842,direct,70.66406869365407,composite
5549,2824,0,C,1994-07-16,43,1.807553757609866,direct,60.58038817738993,direct,1962.847936939936,direct,4598.185502301036,direct,100.0,direct,0.7,proxy,0.0,proxy,15285.0,proxy,0.25744180049350757,direct,72.67291260523555,composite
5060,426,1,D,1994-07-19,61,1.9256648320944778,direct,144.69306234330463,direct,108.33501188789882,direct,26396.481948222896,direct,100.0,direct,0.5555555555555556,proxy,0.07501598971297037,proxy,18952.555555555555,proxy,0.1776024762938751,direct,65.5712510279805,composite
6004,4937,0,A,1994-07-23,140,10.910947054408975,direct,17.49154920679935,direct,2510.2738008779884,direct,20947.82024677452,direct,100.0,direct,0.2222222222222222,proxy,0.05336219232134296,proxy,19237.75,proxy,0.08602027321307346,direct,58.79913216685867,composite
5126,790,1,B,1994-07-24,64,4.304413036996905,direct,-11.83801075013081,direct,2849.3213977430623,direct,20915.012277468704,direct,95.0,direct,0.06666666666666667,proxy,0.0,proxy,20509.0,proxy,0.23673904826788114,direct,56.46635280825845,composite
7220,10911,0,A,1994-07-28,84,7.372477111882316,direct,-33.25131880776128,direct,68.05207306416338,direct,10831.820558677318,direct,100.0,direct,0.7333333333333333,proxy,0.0,proxy,21882.0,proxy,0.05770657806119751,direct,68.79149005915225,composite
6668,8129,0,A,1994-07-30,67,2.8332411447658865,direct,2.4725226223245222,direct,52.622609305546554,direct,8708.32729677131,direct,100.0,direct,0.7857142857142857,proxy,0.0,proxy,20612.0,proxy,0.11181377118301941,direct,70.52423905695352,composite
5395,2176,1,B,1994-07-30,126,26.08259819052657,direct,-122.2804570874992,direct,2616.98759268583,direct,53170.74721107559,direct,100.0,direct,0.2857142857142857,proxy,0.062363576307906954,proxy,23499.25,proxy,0.023313790442016476,direct,58.537347547052384,composite
6836,9093,0,C,1994-08-03,102,5.90969878901141,direct,-15.682093952689636,direct,1560.6142198320917,direct,11823.61367570948,direct,100.0,direct,0.7857142857142857,proxy,0.0,proxy,18942.0,proxy,0.08696690117071391,direct,69.23855101457137,composite
6064,5215,0,A,1994-08-04,102,3.022606617973779,direct,10.388130723724114,direct,1711.586506592721,direct,6735.6192256112745,direct,100.0,direct,0.8461538461538461,proxy,0.0,proxy,15487.0,proxy,0.15348356868948287,direct,71.72077085410406,composite
6919,9403,0,A,1994-08-05,96,9.427130690158942,direct,-60.57296164625411,direct,589.7981991615064,direct,19076.498627783698,direct,100.0,direct,0.3333333333333333,proxy,0.08898026525564989,proxy,27615.75,proxy,0.10882284961507821,direct,61.61448878996342,composite
6841,9104,0,A,1994-08-07,42,2.510628876889516,direct,229.99217051672946,direct,4115.742783093018,direct,29761.729206415414,direct,100.0,direct,0.5714285714285714,proxy,0.14431849682829787,proxy,22206.4,proxy,0.21657509140414613,direct,65.62411012540181,composite
6038,5120,0,A,1994-08-10,58,5.176916697599697,direct,40.419497605538574,direct,1634.365165663139,direct,26468.85352641226,direct,100.0,direct,0.13333333333333333,proxy,0.113927198150281,proxy,19708.333333333332,proxy,0.16976032719078643,direct,57.90566395120719,composite
6729,8519,0,A,1994-08-11,112,11.57049010282773,direct,-53.947984574544016,direct,2274.388849212933,direct,16677.887081661953,direct,100.0,direct,0.7647058823529411,proxy,0.0,proxy,37346.0,proxy,0.042085557066269264,direct,69.28360198612586,composite
7198,10788,0,A,1994-08-23,27,1.904775382715258,direct,120.0968858441872,direct,3744.97001090372,direct,8867.63779143014,direct,100.0,direct,0.2,proxy,0.13687332729965382,proxy,9810.5,proxy,0.5185027980925787,direct,62.999610693904394,composite
6686,8260,0,A,1994-08-25,93,5.945188069776323,direct,-9.4513429918291,direct,12.337089358498423,direct,16889.652260856263,direct,100.0,direct,0.7777777777777778,proxy,0.0,proxy,37435.0,proxy,0.05758430456588832,direct,69.79542843725311,composite
5836,4259,0,A,1994-08-27,16,1.5325279611567582,direct,390.7004317137075,direct,9026.323738497607,direct,36713.33859330512,direct,100.0,direct,0.8,proxy,0.0,proxy,44110.0,proxy,0.4023623255100476,direct,76.31569351247131,composite
7061,10105,0,A,1994-08-27,93,6.486588436944888,direct,59.56300206771411,direct,36.52828362424917,direct,34885.46467993989,direct,100.0,direct,0.17647058823529413,proxy,0.10101962688078296,proxy,26684.0,proxy,0.0649468317882527,direct,57.92687693787597,composite
5595,3050,0,A,1994-09-02,126,10.19406018271713,direct,-6.033477145589225,direct,4613.727121898896,direct,24559.730044924367,direct,100.0,direct,0.75,proxy,0.0,proxy,41445.0,proxy,0.09027571708712348,direct,68.93397009733266,composite
5723,3674,0,A,1994-09-10,110,8.367923400409918,direct,63.859736261247676,direct,1016.1934009832412,direct,23026.216288172618,direct,100.0,direct,0.21052631578947367,proxy,0.13724901159989053,proxy,18345.6,proxy,0.10927465430988231,direct,58.61050826747301,composite
6120,5481,0,A,1994-09-11,68,5.357324380274748,direct,-2.4334874720260466,direct,72.96618482929735,direct,20802.694102582987,direct,100.0,direct,0.7857142857142857,proxy,0.0,proxy,36430.0,proxy,0.08431278222220837,direct,69.5507329425004,composite
6895,9307,0,A,1994-09-19,143,8.955428410151814,direct,15.001039388021702,direct,635.3319188794062,direct,27093.590581732176,direct,100.0,direct,0.09523809523809523,proxy,0.240643799741973,proxy,14142.5,proxy,0.07658691408202552,direct,55.87475948241687,composite
5882,4427,0,A,1994-09-26,84,6.574168316637162,direct,-6.162200894396697,direct,1732.6865234742281,direct,3987.9038842158147,direct,100.0,direct,0.8125,proxy,0.0,proxy,9924.0,proxy,0.07490227574816115,direct,70.70923403410687,composite
5754,3834,0,A,1994-09-28,171,6.31756259334476,direct,-9.13685111774559,direct,1011.125171470045,direct,9067.076808189839,direct,100.0,direct,0.8095238095238095,proxy,0.0,proxy,13875.0,proxy,0.08599777278446437,direct,69.47474111713754,composite
6594,7824,1,B,1994-09-28,5,1.0274023338281628,direct,173.33333333333334,direct,4500.0,direct,0.0,direct,100.0,direct,0.2,proxy,0.0,proxy,6900.0,proxy,0.9733333333333334,direct,78.46114916295545,composite
6738,8566,1,B,1994-09-29,82,49.341404927064296,direct,-204.14479027789014,direct,6083.596054842631,direct,35330.54275011405,direct,30.0,direct,0.25,proxy,0.1153263200828207,proxy,11112.333333333334,proxy,0.018212132828565267,direct,39.789235444410686,composite
6624,7965,0,A,1994-09-30,45,3.059546971861801,direct,48.40910453920038,direct,4859.823563432526,direct,10211.446537202399,direct,100.0,direct,0.2727272727272727,proxy,0.04077825026575739,proxy,22632.666666666668,proxy,0.29169146172378785,direct,64.06084049051097,composite
6216,5952,0,A,1994-09-30,104,7.61140522293123,direct,-21.51743506943233,direct,2802.8713412251736,direct,24002.662080157745,direct,100.0,direct,0.8461538461538461,proxy,0.0,proxy,35312.0,proxy,0.0901571639438593,direct,69.86224410378945,composite
6229,6040,0,A,1994-10-02,133,5.49233409584185,direct,-16.36174660997984,direct,1364.027683609754,direct,7657.346496012832,direct,100.0,direct,0.7368421052631579,proxy,0.0,proxy,22065.0,proxy,0.06242072131425854,direct,69.70379890021105,composite
5887,4448,0,A,1994-10-03,76,7.611388506428131,direct,-1.6833879189774796,direct,726.1591527174986,direct,19329.987238672787,direct,100.0,direct,0.125,proxy,0.20988422010889637,proxy,18701.5,proxy,0.09285617557457404,direct,56.513583276669934,composite
6808,8982,0,A,1994-10-12,85,9.958201745173247,direct,-37.82711530414464,direct,80.05820250923804,direct,31079.319928597255,direct,100.0,direct,0.21428571428571427,proxy,0.15712782760099764,proxy,13622.666666666666,proxy,0.11725634590914899,direct,58.11893359407862,composite
6297,6363,0,A,1994-10-25,73,2.288795505517968,direct,33.88667496187498,direct,1364.9259608035138,direct,3509.5627090552475,direct,100.0,direct,0.8666666666666667,proxy,0.0,proxy,11720.0,proxy,0.19423442335915092,direct,73.12893783453575,composite
5161,1012,0,A,1994-10-28,14,0.5101252999518803,direct,531.5939167253229,direct,6303.6456647980385,direct,8433.465084609845,direct,100.0,direct,1.0,proxy,0.0,proxy,24545.0,proxy,0.6869226400364453,direct,92.10802016377136,composite
5390,2167,0,A,1994-10-30,77,4.636344893655259,direct,12.143485990208566,direct,1684.57922705964,direct,10820.351781854271,direct,100.0,direct,0.8,proxy,0.0,proxy,24368.0,proxy,0.11599424426047443,direct,70.71047732701986,composite
6150,5622,0,A,1994-11-02,196,7.975473026758311,direct,50.63053371476492,direct,2773.6311308354425,direct,32283.335635031668,direct,100.0,direct,0.5714285714285714,proxy,0.10427537997937976,proxy,31435.066666666666,proxy,0.06891506399809008,direct,63.82006732009117,composite
6223,5991,0,A,1994-11-03,64,2.954483980472908,direct,-2.6724591708343386,direct,86.12558428445574,direct,6887.905012596025,direct,100.0,direct,0.75,proxy,0.0,proxy,16248.0,proxy,0.16523698944772106,direct,70.35629886066474,composite
5032,290,0,A,1994-11-03,61,11.926044151213407,direct,-74.78762702915898,direct,3008.253162224847,direct,20007.838359863978,direct,100.0,direct,0.18181818181818182,proxy,0.006385062884847142,proxy,22702.5,proxy,0.08711967929069812,direct,58.568279318178774,composite
6253,6148,0,A,1994-11-04,54,2.2388967672933533,direct,27.5739076629545,direct,2197.1079577566748,direct,8641.767189129265,direct,100.0,direct,0.8181818181818182,proxy,0.0,proxy,23038.0,proxy,0.1669820942373264,direct,71.78741620539704,composite
